stat_id,video_id,views,likes,dislikes,comments,watch_time_min,stat_date,title,category,upload_date,duration_sec,view_id,sub_id,watch_date,watch_duration,join_date,gender,country
2,19,4445,2467,341,416,3752,2025-07-09,Video 19,Education,2025-05-13,344,145,38,2025-07-09,332,2024-07-23,Female,Germany
2,19,4445,2467,341,416,3752,2025-07-09,Video 19,Education,2025-05-13,344,146,30,2025-07-09,268,2025-06-03,Female,India
2,19,4445,2467,341,416,3752,2025-07-09,Video 19,Education,2025-05-13,344,184,7,2025-07-09,255,2025-01-26,Female,India
2,19,4445,2467,341,416,3752,2025-07-09,Video 19,Education,2025-05-13,344,196,77,2025-07-09,482,2024-08-24,Other,USA
2,19,4445,2467,341,416,3752,2025-07-09,Video 19,Education,2025-05-13,344,199,100,2025-07-09,862,2025-05-13,Male,USA
3,16,7554,3755,789,997,487,2025-07-09,Video 16,Tech,2025-03-01,774,27,2,2025-07-09,170,2025-06-23,Female,India
3,16,7554,3755,789,997,487,2025-07-09,Video 16,Tech,2025-03-01,774,43,79,2025-07-09,82,2025-05-10,Female,UK
3,16,7554,3755,789,997,487,2025-07-09,Video 16,Tech,2025-03-01,774,51,35,2025-07-09,687,2025-04-13,Female,USA
3,16,7554,3755,789,997,487,2025-07-09,Video 16,Tech,2025-03-01,774,80,67,2025-07-09,288,2025-01-05,Male,Germany
3,16,7554,3755,789,997,487,2025-07-09,Video 16,Tech,2025-03-01,774,86,63,2025-07-09,622,2025-02-27,Other,Germany
3,16,7554,3755,789,997,487,2025-07-09,Video 16,Tech,2025-03-01,774,119,40,2025-07-09,660,2025-03-01,Female,India
3,16,7554,3755,789,997,487,2025-07-09,Video 16,Tech,2025-03-01,774,129,98,2025-07-09,117,2024-11-16,Other,USA
3,16,7554,3755,789,997,487,2025-07-09,Video 16,Tech,2025-03-01,774,133,28,2025-07-09,431,2024-08-15,Other,USA
3,16,7554,3755,789,997,487,2025-07-09,Video 16,Tech,2025-03-01,774,166,74,2025-07-09,520,2024-07-17,Other,Canada
3,16,7554,3755,789,997,487,2025-07-09,Video 16,Tech,2025-03-01,774,182,81,2025-07-09,633,2025-03-03,Female,Germany
4,8,4773,2600,133,635,3264,2025-07-09,Video 8,Music,2024-11-20,519,35,91,2025-07-09,43,2025-04-23,Other,India
4,8,4773,2600,133,635,3264,2025-07-09,Video 8,Music,2024-11-20,519,37,56,2025-07-09,305,2025-01-03,Female,Germany
4,8,4773,2600,133,635,3264,2025-07-09,Video 8,Music,2024-11-20,519,42,35,2025-07-09,474,2025-04-13,Female,USA
4,8,4773,2600,133,635,3264,2025-07-09,Video 8,Music,2024-11-20,519,53,32,2025-07-09,212,2025-06-14,Male,Germany
4,8,4773,2600,133,635,3264,2025-07-09,Video 8,Music,2024-11-20,519,58,97,2025-07-09,673,2025-06-23,Male,Canada
4,8,4773,2600,133,635,3264,2025-07-09,Video 8,Music,2024-11-20,519,64,44,2025-07-09,71,2025-03-03,Female,India
4,8,4773,2600,133,635,3264,2025-07-09,Video 8,Music,2024-11-20,519,83,31,2025-07-09,515,2025-02-15,Male,UK
4,8,4773,2600,133,635,3264,2025-07-09,Video 8,Music,2024-11-20,519,87,72,2025-07-09,50,2025-01-17,Male,Canada
4,8,4773,2600,133,635,3264,2025-07-09,Video 8,Music,2024-11-20,519,92,83,2025-07-09,266,2025-05-20,Female,USA
4,8,4773,2600,133,635,3264,2025-07-09,Video 8,Music,2024-11-20,519,100,52,2025-07-09,611,2025-03-29,Other,India
4,8,4773,2600,133,635,3264,2025-07-09,Video 8,Music,2024-11-20,519,128,69,2025-07-09,696,2024-10-14,Female,UK
4,8,4773,2600,133,635,3264,2025-07-09,Video 8,Music,2024-11-20,519,130,89,2025-07-09,888,2024-09-19,Female,USA
4,8,4773,2600,133,635,3264,2025-07-09,Video 8,Music,2024-11-20,519,171,44,2025-07-09,218,2025-03-03,Female,India
4,8,4773,2600,133,635,3264,2025-07-09,Video 8,Music,2024-11-20,519,175,62,2025-07-09,304,2025-01-06,Male,UK
4,8,4773,2600,133,635,3264,2025-07-09,Video 8,Music,2024-11-20,519,180,10,2025-07-09,39,2025-03-22,Female,Germany
5,16,7030,604,652,767,6628,2025-07-09,Video 16,Tech,2025-03-01,774,27,2,2025-07-09,170,2025-06-23,Female,India
5,16,7030,604,652,767,6628,2025-07-09,Video 16,Tech,2025-03-01,774,43,79,2025-07-09,82,2025-05-10,Female,UK
5,16,7030,604,652,767,6628,2025-07-09,Video 16,Tech,2025-03-01,774,51,35,2025-07-09,687,2025-04-13,Female,USA
5,16,7030,604,652,767,6628,2025-07-09,Video 16,Tech,2025-03-01,774,80,67,2025-07-09,288,2025-01-05,Male,Germany
5,16,7030,604,652,767,6628,2025-07-09,Video 16,Tech,2025-03-01,774,86,63,2025-07-09,622,2025-02-27,Other,Germany
5,16,7030,604,652,767,6628,2025-07-09,Video 16,Tech,2025-03-01,774,119,40,2025-07-09,660,2025-03-01,Female,India
5,16,7030,604,652,767,6628,2025-07-09,Video 16,Tech,2025-03-01,774,129,98,2025-07-09,117,2024-11-16,Other,USA
5,16,7030,604,652,767,6628,2025-07-09,Video 16,Tech,2025-03-01,774,133,28,2025-07-09,431,2024-08-15,Other,USA
5,16,7030,604,652,767,6628,2025-07-09,Video 16,Tech,2025-03-01,774,166,74,2025-07-09,520,2024-07-17,Other,Canada
5,16,7030,604,652,767,6628,2025-07-09,Video 16,Tech,2025-03-01,774,182,81,2025-07-09,633,2025-03-03,Female,Germany
6,14,9205,86,268,158,5478,2025-07-09,Video 14,Education,2024-08-13,885,6,89,2025-07-09,612,2024-09-19,Female,USA
6,14,9205,86,268,158,5478,2025-07-09,Video 14,Education,2024-08-13,885,18,45,2025-07-09,226,2024-08-08,Other,India
6,14,9205,86,268,158,5478,2025-07-09,Video 14,Education,2024-08-13,885,47,60,2025-07-09,816,2024-07-27,Other,Germany
6,14,9205,86,268,158,5478,2025-07-09,Video 14,Education,2024-08-13,885,57,32,2025-07-09,240,2025-06-14,Male,Germany
6,14,9205,86,268,158,5478,2025-07-09,Video 14,Education,2024-08-13,885,76,90,2025-07-09,715,2024-12-10,Other,India
6,14,9205,86,268,158,5478,2025-07-09,Video 14,Education,2024-08-13,885,105,75,2025-07-09,285,2025-03-17,Female,India
6,14,9205,86,268,158,5478,2025-07-09,Video 14,Education,2024-08-13,885,106,48,2025-07-09,600,2024-11-02,Male,USA
6,14,9205,86,268,158,5478,2025-07-09,Video 14,Education,2024-08-13,885,110,45,2025-07-09,189,2024-08-08,Other,India
6,14,9205,86,268,158,5478,2025-07-09,Video 14,Education,2024-08-13,885,113,71,2025-07-09,677,2025-03-29,Male,UK
6,14,9205,86,268,158,5478,2025-07-09,Video 14,Education,2024-08-13,885,124,25,2025-07-09,366,2024-08-25,Other,India
6,14,9205,86,268,158,5478,2025-07-09,Video 14,Education,2024-08-13,885,132,25,2025-07-09,347,2024-08-25,Other,India
6,14,9205,86,268,158,5478,2025-07-09,Video 14,Education,2024-08-13,885,149,39,2025-07-09,801,2025-03-07,Male,Germany
6,14,9205,86,268,158,5478,2025-07-09,Video 14,Education,2024-08-13,885,163,63,2025-07-09,380,2025-02-27,Other,Germany
7,7,8073,3764,165,947,4664,2025-07-09,Video 7,Education,2024-08-14,285,5,76,2025-07-09,890,2024-11-17,Male,USA
7,7,8073,3764,165,947,4664,2025-07-09,Video 7,Education,2024-08-14,285,17,6,2025-07-09,650,2024-10-22,Male,Germany
7,7,8073,3764,165,947,4664,2025-07-09,Video 7,Education,2024-08-14,285,25,83,2025-07-09,575,2025-05-20,Female,USA
7,7,8073,3764,165,947,4664,2025-07-09,Video 7,Education,2024-08-14,285,38,23,2025-07-09,733,2025-04-14,Other,USA
7,7,8073,3764,165,947,4664,2025-07-09,Video 7,Education,2024-08-14,285,49,94,2025-07-09,650,2024-12-03,Female,Germany
7,7,8073,3764,165,947,4664,2025-07-09,Video 7,Education,2024-08-14,285,103,40,2025-07-09,698,2025-03-01,Female,India
7,7,8073,3764,165,947,4664,2025-07-09,Video 7,Education,2024-08-14,285,112,96,2025-07-09,541,2025-03-03,Male,UK
7,7,8073,3764,165,947,4664,2025-07-09,Video 7,Education,2024-08-14,285,157,71,2025-07-09,565,2025-03-29,Male,UK
7,7,8073,3764,165,947,4664,2025-07-09,Video 7,Education,2024-08-14,285,176,15,2025-07-09,458,2025-03-14,Male,India
7,7,8073,3764,165,947,4664,2025-07-09,Video 7,Education,2024-08-14,285,185,20,2025-07-09,736,2025-04-20,Other,India
8,4,2636,4622,759,952,1237,2025-07-09,Video 4,Tech,2024-07-10,778,56,58,2025-07-09,567,2025-01-11,Female,USA
8,4,2636,4622,759,952,1237,2025-07-09,Video 4,Tech,2024-07-10,778,65,4,2025-07-09,179,2025-02-18,Male,USA
8,4,2636,4622,759,952,1237,2025-07-09,Video 4,Tech,2024-07-10,778,183,88,2025-07-09,828,2025-02-04,Other,India
8,4,2636,4622,759,952,1237,2025-07-09,Video 4,Tech,2024-07-10,778,192,72,2025-07-09,105,2025-01-17,Male,Canada
8,4,2636,4622,759,952,1237,2025-07-09,Video 4,Tech,2024-07-10,778,195,78,2025-07-09,126,2025-02-09,Female,India
9,4,3211,829,452,242,4673,2025-07-09,Video 4,Tech,2024-07-10,778,56,58,2025-07-09,567,2025-01-11,Female,USA
9,4,3211,829,452,242,4673,2025-07-09,Video 4,Tech,2024-07-10,778,65,4,2025-07-09,179,2025-02-18,Male,USA
9,4,3211,829,452,242,4673,2025-07-09,Video 4,Tech,2024-07-10,778,183,88,2025-07-09,828,2025-02-04,Other,India
9,4,3211,829,452,242,4673,2025-07-09,Video 4,Tech,2024-07-10,778,192,72,2025-07-09,105,2025-01-17,Male,Canada
9,4,3211,829,452,242,4673,2025-07-09,Video 4,Tech,2024-07-10,778,195,78,2025-07-09,126,2025-02-09,Female,India
10,14,4961,610,564,885,5853,2025-07-09,Video 14,Education,2024-08-13,885,6,89,2025-07-09,612,2024-09-19,Female,USA
10,14,4961,610,564,885,5853,2025-07-09,Video 14,Education,2024-08-13,885,18,45,2025-07-09,226,2024-08-08,Other,India
10,14,4961,610,564,885,5853,2025-07-09,Video 14,Education,2024-08-13,885,47,60,2025-07-09,816,2024-07-27,Other,Germany
10,14,4961,610,564,885,5853,2025-07-09,Video 14,Education,2024-08-13,885,57,32,2025-07-09,240,2025-06-14,Male,Germany
10,14,4961,610,564,885,5853,2025-07-09,Video 14,Education,2024-08-13,885,76,90,2025-07-09,715,2024-12-10,Other,India
10,14,4961,610,564,885,5853,2025-07-09,Video 14,Education,2024-08-13,885,105,75,2025-07-09,285,2025-03-17,Female,India
10,14,4961,610,564,885,5853,2025-07-09,Video 14,Education,2024-08-13,885,106,48,2025-07-09,600,2024-11-02,Male,USA
10,14,4961,610,564,885,5853,2025-07-09,Video 14,Education,2024-08-13,885,110,45,2025-07-09,189,2024-08-08,Other,India
10,14,4961,610,564,885,5853,2025-07-09,Video 14,Education,2024-08-13,885,113,71,2025-07-09,677,2025-03-29,Male,UK
10,14,4961,610,564,885,5853,2025-07-09,Video 14,Education,2024-08-13,885,124,25,2025-07-09,366,2024-08-25,Other,India
10,14,4961,610,564,885,5853,2025-07-09,Video 14,Education,2024-08-13,885,132,25,2025-07-09,347,2024-08-25,Other,India
10,14,4961,610,564,885,5853,2025-07-09,Video 14,Education,2024-08-13,885,149,39,2025-07-09,801,2025-03-07,Male,Germany
10,14,4961,610,564,885,5853,2025-07-09,Video 14,Education,2024-08-13,885,163,63,2025-07-09,380,2025-02-27,Other,Germany
11,12,3666,4414,722,166,8446,2025-07-09,Video 12,Education,2025-02-04,66,121,30,2025-07-09,513,2025-06-03,Female,India
11,12,3666,4414,722,166,8446,2025-07-09,Video 12,Education,2025-02-04,66,170,57,2025-07-09,62,2024-09-23,Female,USA
11,12,3666,4414,722,166,8446,2025-07-09,Video 12,Education,2025-02-04,66,188,39,2025-07-09,574,2025-03-07,Male,Germany
12,14,1058,1756,437,999,6648,2025-07-09,Video 14,Education,2024-08-13,885,6,89,2025-07-09,612,2024-09-19,Female,USA
12,14,1058,1756,437,999,6648,2025-07-09,Video 14,Education,2024-08-13,885,18,45,2025-07-09,226,2024-08-08,Other,India
12,14,1058,1756,437,999,6648,2025-07-09,Video 14,Education,2024-08-13,885,47,60,2025-07-09,816,2024-07-27,Other,Germany
12,14,1058,1756,437,999,6648,2025-07-09,Video 14,Education,2024-08-13,885,57,32,2025-07-09,240,2025-06-14,Male,Germany
12,14,1058,1756,437,999,6648,2025-07-09,Video 14,Education,2024-08-13,885,76,90,2025-07-09,715,2024-12-10,Other,India
12,14,1058,1756,437,999,6648,2025-07-09,Video 14,Education,2024-08-13,885,105,75,2025-07-09,285,2025-03-17,Female,India
12,14,1058,1756,437,999,6648,2025-07-09,Video 14,Education,2024-08-13,885,106,48,2025-07-09,600,2024-11-02,Male,USA
12,14,1058,1756,437,999,6648,2025-07-09,Video 14,Education,2024-08-13,885,110,45,2025-07-09,189,2024-08-08,Other,India
12,14,1058,1756,437,999,6648,2025-07-09,Video 14,Education,2024-08-13,885,113,71,2025-07-09,677,2025-03-29,Male,UK
12,14,1058,1756,437,999,6648,2025-07-09,Video 14,Education,2024-08-13,885,124,25,2025-07-09,366,2024-08-25,Other,India
12,14,1058,1756,437,999,6648,2025-07-09,Video 14,Education,2024-08-13,885,132,25,2025-07-09,347,2024-08-25,Other,India
12,14,1058,1756,437,999,6648,2025-07-09,Video 14,Education,2024-08-13,885,149,39,2025-07-09,801,2025-03-07,Male,Germany
12,14,1058,1756,437,999,6648,2025-07-09,Video 14,Education,2024-08-13,885,163,63,2025-07-09,380,2025-02-27,Other,Germany
13,14,9589,4154,574,819,8885,2025-07-09,Video 14,Education,2024-08-13,885,6,89,2025-07-09,612,2024-09-19,Female,USA
13,14,9589,4154,574,819,8885,2025-07-09,Video 14,Education,2024-08-13,885,18,45,2025-07-09,226,2024-08-08,Other,India
13,14,9589,4154,574,819,8885,2025-07-09,Video 14,Education,2024-08-13,885,47,60,2025-07-09,816,2024-07-27,Other,Germany
13,14,9589,4154,574,819,8885,2025-07-09,Video 14,Education,2024-08-13,885,57,32,2025-07-09,240,2025-06-14,Male,Germany
13,14,9589,4154,574,819,8885,2025-07-09,Video 14,Education,2024-08-13,885,76,90,2025-07-09,715,2024-12-10,Other,India
13,14,9589,4154,574,819,8885,2025-07-09,Video 14,Education,2024-08-13,885,105,75,2025-07-09,285,2025-03-17,Female,India
13,14,9589,4154,574,819,8885,2025-07-09,Video 14,Education,2024-08-13,885,106,48,2025-07-09,600,2024-11-02,Male,USA
13,14,9589,4154,574,819,8885,2025-07-09,Video 14,Education,2024-08-13,885,110,45,2025-07-09,189,2024-08-08,Other,India
13,14,9589,4154,574,819,8885,2025-07-09,Video 14,Education,2024-08-13,885,113,71,2025-07-09,677,2025-03-29,Male,UK
13,14,9589,4154,574,819,8885,2025-07-09,Video 14,Education,2024-08-13,885,124,25,2025-07-09,366,2024-08-25,Other,India
13,14,9589,4154,574,819,8885,2025-07-09,Video 14,Education,2024-08-13,885,132,25,2025-07-09,347,2024-08-25,Other,India
13,14,9589,4154,574,819,8885,2025-07-09,Video 14,Education,2024-08-13,885,149,39,2025-07-09,801,2025-03-07,Male,Germany
13,14,9589,4154,574,819,8885,2025-07-09,Video 14,Education,2024-08-13,885,163,63,2025-07-09,380,2025-02-27,Other,Germany
14,15,8983,2182,9,830,5525,2025-07-09,Video 15,Tech,2025-05-17,223,22,48,2025-07-09,170,2024-11-02,Male,USA
14,15,8983,2182,9,830,5525,2025-07-09,Video 15,Tech,2025-05-17,223,23,9,2025-07-09,255,2024-08-24,Other,Canada
14,15,8983,2182,9,830,5525,2025-07-09,Video 15,Tech,2025-05-17,223,24,65,2025-07-09,187,2025-07-01,Male,Canada
14,15,8983,2182,9,830,5525,2025-07-09,Video 15,Tech,2025-05-17,223,46,62,2025-07-09,280,2025-01-06,Male,UK
14,15,8983,2182,9,830,5525,2025-07-09,Video 15,Tech,2025-05-17,223,61,79,2025-07-09,856,2025-05-10,Female,UK
14,15,8983,2182,9,830,5525,2025-07-09,Video 15,Tech,2025-05-17,223,66,64,2025-07-09,821,2025-07-03,Female,Germany
14,15,8983,2182,9,830,5525,2025-07-09,Video 15,Tech,2025-05-17,223,68,24,2025-07-09,619,2025-06-24,Male,Canada
14,15,8983,2182,9,830,5525,2025-07-09,Video 15,Tech,2025-05-17,223,73,44,2025-07-09,459,2025-03-03,Female,India
14,15,8983,2182,9,830,5525,2025-07-09,Video 15,Tech,2025-05-17,223,78,72,2025-07-09,726,2025-01-17,Male,Canada
14,15,8983,2182,9,830,5525,2025-07-09,Video 15,Tech,2025-05-17,223,81,25,2025-07-09,522,2024-08-25,Other,India
14,15,8983,2182,9,830,5525,2025-07-09,Video 15,Tech,2025-05-17,223,89,31,2025-07-09,762,2025-02-15,Male,UK
14,15,8983,2182,9,830,5525,2025-07-09,Video 15,Tech,2025-05-17,223,109,68,2025-07-09,784,2025-04-03,Female,USA
14,15,8983,2182,9,830,5525,2025-07-09,Video 15,Tech,2025-05-17,223,139,98,2025-07-09,843,2024-11-16,Other,USA
14,15,8983,2182,9,830,5525,2025-07-09,Video 15,Tech,2025-05-17,223,151,91,2025-07-09,895,2025-04-23,Other,India
14,15,8983,2182,9,830,5525,2025-07-09,Video 15,Tech,2025-05-17,223,158,38,2025-07-09,483,2024-07-23,Female,Germany
14,15,8983,2182,9,830,5525,2025-07-09,Video 15,Tech,2025-05-17,223,186,20,2025-07-09,172,2025-04-20,Other,India
15,2,1098,1095,114,181,552,2025-07-09,Video 2,Education,2025-02-18,793,41,84,2025-07-09,890,2024-08-11,Male,Germany
15,2,1098,1095,114,181,552,2025-07-09,Video 2,Education,2025-02-18,793,62,86,2025-07-09,155,2025-02-22,Other,India
15,2,1098,1095,114,181,552,2025-07-09,Video 2,Education,2025-02-18,793,111,55,2025-07-09,491,2024-09-14,Male,India
15,2,1098,1095,114,181,552,2025-07-09,Video 2,Education,2025-02-18,793,153,17,2025-07-09,854,2024-10-17,Male,Germany
15,2,1098,1095,114,181,552,2025-07-09,Video 2,Education,2025-02-18,793,169,62,2025-07-09,788,2025-01-06,Male,UK
15,2,1098,1095,114,181,552,2025-07-09,Video 2,Education,2025-02-18,793,173,7,2025-07-09,572,2025-01-26,Female,India
16,4,5238,2869,77,902,1989,2025-07-09,Video 4,Tech,2024-07-10,778,56,58,2025-07-09,567,2025-01-11,Female,USA
16,4,5238,2869,77,902,1989,2025-07-09,Video 4,Tech,2024-07-10,778,65,4,2025-07-09,179,2025-02-18,Male,USA
16,4,5238,2869,77,902,1989,2025-07-09,Video 4,Tech,2024-07-10,778,183,88,2025-07-09,828,2025-02-04,Other,India
16,4,5238,2869,77,902,1989,2025-07-09,Video 4,Tech,2024-07-10,778,192,72,2025-07-09,105,2025-01-17,Male,Canada
16,4,5238,2869,77,902,1989,2025-07-09,Video 4,Tech,2024-07-10,778,195,78,2025-07-09,126,2025-02-09,Female,India
17,2,1036,573,967,422,4379,2025-07-09,Video 2,Education,2025-02-18,793,41,84,2025-07-09,890,2024-08-11,Male,Germany
17,2,1036,573,967,422,4379,2025-07-09,Video 2,Education,2025-02-18,793,62,86,2025-07-09,155,2025-02-22,Other,India
17,2,1036,573,967,422,4379,2025-07-09,Video 2,Education,2025-02-18,793,111,55,2025-07-09,491,2024-09-14,Male,India
17,2,1036,573,967,422,4379,2025-07-09,Video 2,Education,2025-02-18,793,153,17,2025-07-09,854,2024-10-17,Male,Germany
17,2,1036,573,967,422,4379,2025-07-09,Video 2,Education,2025-02-18,793,169,62,2025-07-09,788,2025-01-06,Male,UK
17,2,1036,573,967,422,4379,2025-07-09,Video 2,Education,2025-02-18,793,173,7,2025-07-09,572,2025-01-26,Female,India
18,13,921,2011,904,25,3025,2025-07-09,Video 13,Education,2025-04-08,837,1,51,2025-07-09,399,2025-03-10,Male,Germany
18,13,921,2011,904,25,3025,2025-07-09,Video 13,Education,2025-04-08,837,7,81,2025-07-09,449,2025-03-03,Female,Germany
18,13,921,2011,904,25,3025,2025-07-09,Video 13,Education,2025-04-08,837,12,39,2025-07-09,634,2025-03-07,Male,Germany
18,13,921,2011,904,25,3025,2025-07-09,Video 13,Education,2025-04-08,837,50,76,2025-07-09,613,2024-11-17,Male,USA
18,13,921,2011,904,25,3025,2025-07-09,Video 13,Education,2025-04-08,837,52,42,2025-07-09,833,2025-06-08,Male,UK
18,13,921,2011,904,25,3025,2025-07-09,Video 13,Education,2025-04-08,837,101,89,2025-07-09,31,2024-09-19,Female,USA
18,13,921,2011,904,25,3025,2025-07-09,Video 13,Education,2025-04-08,837,114,43,2025-07-09,462,2025-05-15,Other,Canada
18,13,921,2011,904,25,3025,2025-07-09,Video 13,Education,2025-04-08,837,118,35,2025-07-09,456,2025-04-13,Female,USA
18,13,921,2011,904,25,3025,2025-07-09,Video 13,Education,2025-04-08,837,123,93,2025-07-09,491,2024-09-29,Other,India
18,13,921,2011,904,25,3025,2025-07-09,Video 13,Education,2025-04-08,837,135,62,2025-07-09,517,2025-01-06,Male,UK
18,13,921,2011,904,25,3025,2025-07-09,Video 13,Education,2025-04-08,837,137,93,2025-07-09,688,2024-09-29,Other,India
18,13,921,2011,904,25,3025,2025-07-09,Video 13,Education,2025-04-08,837,144,25,2025-07-09,100,2024-08-25,Other,India
18,13,921,2011,904,25,3025,2025-07-09,Video 13,Education,2025-04-08,837,155,6,2025-07-09,683,2024-10-22,Male,Germany
18,13,921,2011,904,25,3025,2025-07-09,Video 13,Education,2025-04-08,837,161,82,2025-07-09,202,2025-04-11,Male,Germany
18,13,921,2011,904,25,3025,2025-07-09,Video 13,Education,2025-04-08,837,200,67,2025-07-09,167,2025-01-05,Male,Germany
19,11,9671,3037,707,183,9612,2025-07-09,Video 11,Gaming,2025-07-09,888,21,85,2025-07-09,93,2025-02-17,Male,USA
19,11,9671,3037,707,183,9612,2025-07-09,Video 11,Gaming,2025-07-09,888,33,82,2025-07-09,491,2025-04-11,Male,Germany
19,11,9671,3037,707,183,9612,2025-07-09,Video 11,Gaming,2025-07-09,888,72,34,2025-07-09,305,2025-04-26,Female,USA
19,11,9671,3037,707,183,9612,2025-07-09,Video 11,Gaming,2025-07-09,888,94,63,2025-07-09,103,2025-02-27,Other,Germany
19,11,9671,3037,707,183,9612,2025-07-09,Video 11,Gaming,2025-07-09,888,95,58,2025-07-09,244,2025-01-11,Female,USA
19,11,9671,3037,707,183,9612,2025-07-09,Video 11,Gaming,2025-07-09,888,107,61,2025-07-09,51,2024-11-29,Other,USA
19,11,9671,3037,707,183,9612,2025-07-09,Video 11,Gaming,2025-07-09,888,136,36,2025-07-09,305,2025-03-11,Female,UK
19,11,9671,3037,707,183,9612,2025-07-09,Video 11,Gaming,2025-07-09,888,156,7,2025-07-09,900,2025-01-26,Female,India
19,11,9671,3037,707,183,9612,2025-07-09,Video 11,Gaming,2025-07-09,888,159,90,2025-07-09,433,2024-12-10,Other,India
19,11,9671,3037,707,183,9612,2025-07-09,Video 11,Gaming,2025-07-09,888,160,17,2025-07-09,65,2024-10-17,Male,Germany
20,4,7911,2344,925,754,4449,2025-07-09,Video 4,Tech,2024-07-10,778,56,58,2025-07-09,567,2025-01-11,Female,USA
20,4,7911,2344,925,754,4449,2025-07-09,Video 4,Tech,2024-07-10,778,65,4,2025-07-09,179,2025-02-18,Male,USA
20,4,7911,2344,925,754,4449,2025-07-09,Video 4,Tech,2024-07-10,778,183,88,2025-07-09,828,2025-02-04,Other,India
20,4,7911,2344,925,754,4449,2025-07-09,Video 4,Tech,2024-07-10,778,192,72,2025-07-09,105,2025-01-17,Male,Canada
20,4,7911,2344,925,754,4449,2025-07-09,Video 4,Tech,2024-07-10,778,195,78,2025-07-09,126,2025-02-09,Female,India
21,8,8338,1302,152,946,726,2025-07-09,Video 8,Music,2024-11-20,519,35,91,2025-07-09,43,2025-04-23,Other,India
21,8,8338,1302,152,946,726,2025-07-09,Video 8,Music,2024-11-20,519,37,56,2025-07-09,305,2025-01-03,Female,Germany
21,8,8338,1302,152,946,726,2025-07-09,Video 8,Music,2024-11-20,519,42,35,2025-07-09,474,2025-04-13,Female,USA
21,8,8338,1302,152,946,726,2025-07-09,Video 8,Music,2024-11-20,519,53,32,2025-07-09,212,2025-06-14,Male,Germany
21,8,8338,1302,152,946,726,2025-07-09,Video 8,Music,2024-11-20,519,58,97,2025-07-09,673,2025-06-23,Male,Canada
21,8,8338,1302,152,946,726,2025-07-09,Video 8,Music,2024-11-20,519,64,44,2025-07-09,71,2025-03-03,Female,India
21,8,8338,1302,152,946,726,2025-07-09,Video 8,Music,2024-11-20,519,83,31,2025-07-09,515,2025-02-15,Male,UK
21,8,8338,1302,152,946,726,2025-07-09,Video 8,Music,2024-11-20,519,87,72,2025-07-09,50,2025-01-17,Male,Canada
21,8,8338,1302,152,946,726,2025-07-09,Video 8,Music,2024-11-20,519,92,83,2025-07-09,266,2025-05-20,Female,USA
21,8,8338,1302,152,946,726,2025-07-09,Video 8,Music,2024-11-20,519,100,52,2025-07-09,611,2025-03-29,Other,India
21,8,8338,1302,152,946,726,2025-07-09,Video 8,Music,2024-11-20,519,128,69,2025-07-09,696,2024-10-14,Female,UK
21,8,8338,1302,152,946,726,2025-07-09,Video 8,Music,2024-11-20,519,130,89,2025-07-09,888,2024-09-19,Female,USA
21,8,8338,1302,152,946,726,2025-07-09,Video 8,Music,2024-11-20,519,171,44,2025-07-09,218,2025-03-03,Female,India
